Date,Actual,Predicted
2023-07-08,309.280210789841,287.86476846523635
2023-07-09,298.3753409288444,271.7999428117243
2023-07-10,288.27589253793406,274.20530759682543
2023-07-11,335.15982653825085,273.0471555101986
2023-07-12,302.93266787652254,285.23785530507473
2023-07-13,281.94218814095035,263.245491252911
2023-07-14,332.77157209061926,260.03907297817227
2023-07-15,374.8599903486558,282.2158670578645
2023-07-16,324.8785817692021,281.74839165842786
2023-07-17,341.76981548903285,272.3199571685465
2023-07-18,326.6365871709513,272.04289877681475
2023-07-19,323.0222069361772,290.4233572982109
2023-07-20,343.38152965975536,262.91942024673955
2023-07-21,319.194509116227,251.8951980443104
2023-07-22,330.3478462814381,270.8400377089206
2023-07-23,331.43395612392027,269.83390318858983
2023-07-24,311.638190927139,265.44990000428277
2023-07-25,344.8408469907305,272.73579392684934
2023-07-26,321.5008048660918,283.37340370841014
2023-07-27,309.8850968101431,263.032363498552
2023-07-28,335.73019687140805,257.2839362349213
2023-07-29,307.03064036417925,281.08495104023416
2023-07-30,325.56362314738254,279.39808533022574
2023-07-31,324.8176200671159,274.4925649395446
2023-08-01,328.41664112740966,273.63791990595337
2023-08-02,316.1926944683772,259.8102989660158
2023-08-03,306.1981906358752,239.09011858945422
2023-08-04,323.05405579478384,231.91705619613649
2023-08-05,334.5028807911244,245.8383126870941
2023-08-06,317.85493593781536,255.15460950551693
2023-08-07,306.9057822076457,252.52348140836295
2023-08-08,280.4620051637749,260.76626456773084
2023-08-09,285.3964565492706,250.26803618653065
2023-08-10,300.59423572368473,250.1153339243827
2023-08-11,294.50848576759245,265.9389390483055
2023-08-12,302.9593037510692,262.39891313165515
2023-08-13,307.83172830872024,267.19312097387854
2023-08-14,317.2925848979127,261.8236852366914
2023-08-15,305.28875424959625,266.9519212970848
2023-08-16,316.42876268730214,264.82378803185725
2023-08-17,307.9882181069805,268.07702308221235
2023-08-18,267.1893984837007,268.7013272953189
2023-08-19,287.912021934403,265.47857580207585
2023-08-20,303.8169786963458,264.3915287055129
2023-08-21,282.50483495395594,259.9314833916143
2023-08-22,318.6973044107022,267.09358394338125
2023-08-23,337.31374645765203,265.59936375968215
2023-08-24,331.07396684472445,268.9435785786718
2023-08-25,302.42987239217393,268.81958607215864
2023-08-26,336.51325254777714,252.18584325814155
2023-08-27,309.67207895482034,248.9426928851669
2023-08-28,299.9570103884173,252.09856574489643
2023-08-29,294.43067653995934,260.01159759354124
2023-08-30,300.6493360810155,253.15790121327717
2023-08-31,298.93519343995354,254.7648735644543
2023-09-01,303.40832444750976,234.6748843867108
2023-09-02,303.2114796209973,237.25065891896153
2023-09-03,300.0609204030683,221.381436647947
2023-09-04,308.738763394927,230.26578531695992
2023-09-05,323.8129254957268,245.56902342092317
2023-09-06,318.99108270882647,258.4758244757778
2023-09-07,270.30204063100194,258.73663967274496
2023-09-08,248.9215773019609,252.51019644477597
2023-09-09,318.6863982247855,244.8810778217154
2023-09-10,272.66242603169155,242.68029155848654
2023-09-11,295.50469196214635,245.49196000679015
2023-09-12,276.5977394788128,263.8783405363925
2023-09-13,263.9603912483996,263.95434571692147
2023-09-14,310.8292545640958,253.00503686592185
2023-09-15,315.1831032060529,248.72623964909232
2023-09-16,288.46979198546563,251.29474191287477
2023-09-17,248.1791541571018,234.94705806308409
2023-09-18,289.07511103495034,246.7017208592289
2023-09-19,307.8360801080509,251.74943978850985
2023-09-20,270.4217686245174,243.4656935827648
2023-09-21,303.6671983955831,247.8948335523203
2023-09-22,299.6938030165401,255.4317288012667
2023-09-23,311.5858299920218,271.2012841156677
2023-09-24,302.3916073682831,252.83178490068846
2023-09-25,280.5386211823689,261.7627751504099
2023-09-26,323.9314300332898,266.1179687156614
2023-09-27,296.8294085394606,261.5465727348571
2023-09-28,299.45390920980134,256.1457561092894
2023-09-29,281.33464081853606,245.86121043529093
2023-09-30,291.1343549761698,250.14963327507576
2023-10-01,289.00267553024,265.6399329266433
2023-10-02,303.2398086123096,267.390799035918
2023-10-03,340.9328994136249,272.9530297729305
2023-10-04,279.26070695215094,265.1088748907837
2023-10-05,274.42750185324326,267.87488813542234
2023-10-06,336.1221363606502,259.9325603642659
2023-10-07,302.5122562677407,270.2323495065954
2023-10-08,293.3172750375797,278.2604911407196
2023-10-09,327.4968235586996,259.03522948806295
2023-10-10,294.58641901604074,270.37042679666615
2023-10-11,343.21892408171675,269.9040515303327
2023-10-12,320.25724723756343,256.6751430286664
2023-10-13,296.940501647864,252.0417004185006
2023-10-14,349.8448940760881,252.14056265346412
2023-10-15,294.58443135071127,259.3171977428946
2023-10-16,321.5406372509642,260.54260457411135
2023-10-17,312.6845814189079,260.48991015134663
2023-10-18,332.73355559875404,255.9326936735505
2023-10-19,337.9289537453151,264.36829908460896
2023-10-20,307.3388127920934,286.7115827016592
2023-10-21,291.6303724038544,276.72470081764305
2023-10-22,315.8981726695604,266.1830100058267
2023-10-23,293.1444224157359,260.2030876280085
2023-10-24,346.9664747613105,264.1571213128734
2023-10-25,309.4294364324328,256.24507205275177
2023-10-26,299.39229878453585,248.58514356665165
2023-10-27,310.3923359280762,240.6820663367093
2023-10-28,279.7562040201841,248.98735241616023
2023-10-29,287.266449040565,259.26827802787153
2023-10-30,330.70700796966656,250.13094521986784
2023-10-31,293.56084423135013,254.39875931934137
2023-11-01,304.0617803463612,275.05208109251816
2023-11-02,335.7330550505457,261.6289562918403
2023-11-03,348.71408309325994,254.41988336416998
2023-11-04,339.3790662133013,275.84895100865475
2023-11-05,344.92095371611634,286.0571786082992
2023-11-06,309.8640982286108,281.30754825446786
2023-11-07,296.56378666516315,286.91915940422894
2023-11-08,355.0266730391097,279.94110770303234
2023-11-09,318.5464032231573,278.0962794882859
2023-11-10,319.98333967089906,280.65980739580067
2023-11-11,351.5638828369812,289.5420046277084
2023-11-12,336.1246001880132,264.2615848120475
2023-11-13,334.11775544163214,289.9141629027261
2023-11-14,368.30004689802166,298.0555257151164
2023-11-15,312.1296353923971,285.62117176864086
2023-11-16,343.55680256162475,276.51566757431874
2023-11-17,326.1402624979417,281.52585392619363
2023-11-18,330.3718455772652,281.80501955503433
2023-11-19,355.5693685282506,263.14567671144397
2023-11-20,335.15671512579246,273.49365250759706
2023-11-21,335.76592158099265,275.8434293368493
2023-11-22,346.450146746196,280.9440464254851
2023-11-23,317.7009454091423,286.50962881515
2023-11-24,308.2158066532199,284.34665578951154
2023-11-25,304.10381611957934,277.4251510810007
2023-11-26,285.67286821247995,251.71893426355234
2023-11-27,366.1241425988064,273.0125020002599
2023-11-28,302.9358326855663,268.95357641950164
2023-11-29,320.57492752828455,256.06771376149516
2023-11-30,319.4637340022216,262.85297552512526
2023-12-01,356.148133956182,279.90284457090814
2023-12-02,366.3147442507859,286.21229669595516
2023-12-03,367.2094697671949,297.22935996764716
2023-12-04,338.33845122862124,302.21106555333597
2023-12-05,346.65756572427176,301.71793121302824
2023-12-06,355.651599009766,305.59579486730513
2023-12-07,345.02617747632905,303.6806001148676
2023-12-08,382.14691152039984,291.9744300466416
2023-12-09,359.819499032765,296.48325313272676
2023-12-10,364.6975557209963,298.0085668341686
2023-12-11,363.2576253733483,290.89814963581006
2023-12-12,373.4694771497065,291.6769273662918
2023-12-13,353.62043117407416,305.12420617685115
2023-12-14,324.0633610408831,317.60262425536746
2023-12-15,357.99375903505285,306.59079648097816
2023-12-16,336.97286212416344,296.38374735181077
2023-12-17,339.4276663650049,293.39546811230315
2023-12-18,361.7272803751019,318.56362180742445
2023-12-19,374.76566142867273,320.96343263306346
2023-12-20,350.4254315347212,314.82729222287963
2023-12-21,356.1766602519793,313.8326256637217
2023-12-22,384.0442988927048,308.59722273084117
2023-12-23,354.81506358977134,297.87393085961827
2023-12-24,402.0336622836079,295.57206225119285
2023-12-25,361.3101929126309,303.67914539539345
2023-12-26,314.78474481688363,300.3000351519088
2023-12-27,365.0668324220906,307.9406588744634
2023-12-28,357.6231676976556,307.62604828253893
2023-12-29,375.7950550816549,306.8266648245481
2023-12-30,363.4636270253992,301.53697246731303
2023-12-31,347.2308803203245,298.71774287507833
